用户名,计算,用户名,阅读,用户名,记忆1,用户名,记忆2,用户名,分类,用户名,听力,用户名,舒尔特,用户名,反向眼跳
62231435,0.9,62231435,0.8,62231503,0.6,62231438,0.6,62231433,0.666666667,62231423,0.733333333,62231434,1,62231528,0.94
62231436,0.75,62231436,1,62231504,1,62231439,0.8,62231434,0.666666667,62231424,0.6,62231435,0.980769231,62231529,0.96
62231437,0.833333333,62231437,0.4,62231505,0.8,62231440,1,62231435,0.666666667,62231425,0.733333333,62231436,0.990384615,62231531,0.96
62231438,0.6875,62231438,0.8,62231506,0.8,62231441,1,62231436,0.5,62231426,0.6,62231437,1,62231532,0.98
62231439,0.666666667,62231439,1,62231507,1,62231442,0.6,62231437,0.833333333,62231427,0.733333333,62231439,0.955901857,62231533,0.92
62231440,1,62231440,0.6,62231508,0.6,62231443,1,62231438,0.833333333,62231428,0.866666667,62231440,0.990384615,62231535,0.96
62231441,0.923076923,62231441,1,62231509,0.7,62231444,0.4,62231439,0.166666667,62231429,0.866666667,62231441,0.962250712,62231536,0.98
62231442,0.818181818,62231442,0.8,62231510,0.7,62231445,0.8,62231440,0.333333333,62231430,0.733333333,62231442,1,62231537,0.98
62231443,0.769230769,62231443,1,62231511,0.8,62231446,1,62231441,0.666666667,62231431,0.666666667,62231443,0.990384615,62231538,0.98
62231444,0.642857143,62231444,1,62231512,0.5,62231501,1,62231442,0.5,62231433,0.8,62231444,1,62231539,0.94
62231445,1,62231445,0.8,62231514,0.7,62231503,0.8,62231443,0.5,62231434,0.733333333,62231445,1,62231540,1
62231446,0.769230769,62231446,0.6,62231515,0.7,62231504,1,62231444,0.666666667,62231435,0.733333333,62231446,1,62231541,0.94
62231501,0.785714286,62231501,0.6,62231518,0.6,62231505,1,62231445,0.666666667,62231436,0.866666667,62231501,0.990384615,62231542,1
62231503,0.642857143,62231503,0.8,62231519,0.4,62231506,0.8,62231446,0.833333333,62231437,0.666666667,62231503,1,62231543,0.98
62231504,0.75,62231504,0.8,62231520,1,62231507,0.8,62231501,0.5,62231438,0.733333333,62231504,0.971153846,62231544,0.9
62231505,0.692307692,62231505,0.8,62231521,0.7,62231508,0.6,62231503,0.333333333,62231439,0.666666667,62231505,0.981481481,62231545,0.96
62231506,0.588235294,62231506,0.2,62231522,0.5,62231509,1,62231504,0.5,62231440,0.866666667,62231506,1,62231546,0.98
62231507,0.9,62231507,0.8,62231523,0.8,62231510,1,62231505,0.833333333,62231441,0.8,62231507,1,62231602,0.98
62231508,0.727272727,62231508,1,62231526,0.9,62231511,1,62231506,0.666666667,62231442,0.866666667,62231508,0.939393939,62231603,0.98
62231509,1,62231509,0.8,62231527,0.6,62231512,1,62231507,1,62231443,0.733333333,62231509,0.990384615,62231604,0.6
62231510,1,62231510,0.6,62231528,0.7,62231514,1,62231508,0.833333333,62231444,0.733333333,62231510,1,62231605,0.98
62231511,1,62231511,1,62231529,1,62231515,1,62231509,0.5,62231445,0.666666667,62231511,1,62231606,0.96
62231512,0.888888889,62231512,1,62231531,0.8,62231516,0.6,62231510,0.666666667,62231446,0.6,62231512,1,62231607,0.54
62231514,0.769230769,62231514,1,62231532,0.5,62231517,0.6,62231511,0.666666667,62231501,0.533333333,62231514,1,62231608,0.96
62231515,0.545454545,62231515,0.6,62231533,0.6,62231518,0.6,62231512,0.833333333,62231503,0.666666667,62231515,0.923611111,62231609,0.9
62231516,0.615384615,62231516,0.8,62231534,0.5,62231519,1,62231514,0.5,62231504,0.733333333,62231516,1,62231610,0.98
62231517,0.769230769,62231517,0.6,62231535,0.7,62231520,1,62231515,0.833333333,62231505,0.8,62231517,0.980769231,62231611,0.98
62231518,0.714285714,62231518,1,62231536,0.6,62231521,0.8,62231516,0.5,62231506,0.8,62231519,0.611291992,62231612,0.98
62231519,0.733333333,62231519,0.8,62231537,0.7,62231522,1,62231517,0.666666667,62231507,0.666666667,62231520,0.946428571,62231614,0.96
62231520,0.923076923,62231520,0.2,62231538,0.4,62231523,1,62231518,0.333333333,62231508,0.8,62231521,1,62231615,0.94
62231521,0.590909091,62231521,1,62231539,0.6,62231524,1,62231519,0.5,62231509,0.866666667,62231522,1,62231616,0.98
62231522,1,62231522,0.8,62231540,0.4,62231526,1,62231520,0.333333333,62231510,0.933333333,62231523,1,62231617,0.98
62231523,0.55,62231523,0.4,62231541,0.6,62231527,0.2,62231521,0.5,62231511,0.666666667,62231524,0.990384615,62231618,1
62231524,0.571428571,62231524,0.6,62231542,0.8,62231528,0.8,62231522,0.833333333,62231512,0.933333333,62231526,1,62231619,0.92
62231526,0.6,62231526,0.8,62231543,0.6,62231529,1,62231523,0.666666667,62231514,0.866666667,62231527,0.944444444,62231620,0.98
62231527,0.727272727,62231527,0.6,62231544,1,62231532,0.8,62231524,0.5,62231515,0.8,62231528,0.981481481,62231621,0.94
62231528,0.9,62231528,1,62231545,0.5,62231533,0.8,62231526,0.5,62231516,0.533333333,62231529,1,62231622,0.96
62231529,0.666666667,62231529,0.6,62231546,0.7,62231534,0.8,62231527,0.5,62231517,0.6,62231531,1,62231623,0.94
62231530,0.8125,62231530,0.4,62231601,0.8,62231535,0.8,62231528,0.833333333,62231518,0.666666667,62231532,0.981481481,62231624,0.98
62231531,0.833333333,62231531,0.8,62231602,1,62231536,0.6,62231529,0.833333333,62231519,0.733333333,62231533,0.962250712,62231625,0.96
62231532,0.888888889,62231532,1,62231603,1,62231537,0.6,62231531,0.666666667,62231520,0.866666667,62231534,0.990384615,62231626,0.98
62231533,0.75,62231533,0.6,62231604,0.9,62231538,0.4,62231532,1,62231521,0.533333333,62231535,1,62231627,0.92
62231534,0.75,62231534,0.6,62231605,1,62231539,1,62231533,0.833333333,62231522,0.8,62231536,1,62231628,1
62231535,0.75,62231535,0.8,62231606,1,62231540,0.4,62231534,0.5,62231523,0.8,62231537,0.990384615,62231629,0.98
62231536,0.6,62231536,0.6,62231607,0.6,62231541,1,62231535,0.833333333,62231524,0.8,62231538,0.990384615,62231630,1
62231537,0.6,62231537,0.8,62231608,1,62231542,1,62231536,0.833333333,62231526,0.933333333,62231539,0.870967742,62231632,0.94
62231538,0.75,62231538,0.6,62231609,1,62231543,1,62231537,0.666666667,62231527,0.6,62231540,0.939393939,62231634,0.9
62231539,0.727272727,62231539,0.8,62231610,0.7,62231544,0.6,62231538,0.666666667,62231528,0.533333333,62231541,1,62231635,0.54
62231540,0.9,62231540,0.4,62231611,0.9,62231545,0.8,62231539,0.5,62231529,0.733333333,62231542,1,62231636,0.98
62231541,0.733333333,62231541,0.8,62231612,1,62231546,0.8,62231540,0.5,62231531,0.7,62231543,0.990384615,62231637,0.98
62231542,0.615384615,62231543,0.8,62231613,0.7,62231601,1,62231541,0.666666667,62231532,0.6,62231544,0.684052059,62231638,0.96
62231543,0.727272727,62231544,0.8,62231614,1,62231602,0.6,62231542,0.5,62231533,0.466666667,62231545,1,62231639,0.92
62231544,0.727272727,62231545,0.4,62231615,1,62231603,1,62231543,0.833333333,62231534,0.8,62231546,1,62231640,0.94
62231545,0.8,62231546,0.6,62231616,0.7,62231604,0.6,62231544,0.5,62231535,0.6,62231601,0.939814815,62231642,0.92
62231546,0.6875,62231601,0.6,62231617,1,62231605,0.2,62231545,0.5,62231536,0.6,62231602,0.93019943,62231643,0.98
62231601,0.5625,62231602,1,62231618,0.9,62231606,1,62231546,0.5,62231537,0.733333333,62231603,1,62231645,0.98
62231602,0.769230769,62231603,0.4,62231619,0.8,62231607,1,62231601,0.666666667,62231538,0.466666667,62231604,0.990384615,62231701,0.68
62231603,1,62231604,0.8,62231620,0.5,62231608,1,62231602,0,62231539,0.733333333,62231605,0.963598901,62231702,0.96
62231604,0.733333333,62231605,0.8,62231621,0.9,62231609,1,62231603,0.666666667,62231540,0.466666667,62231606,1,62231703,0.86
62231605,0.625,62231606,1,62231622,0.7,62231610,1,62231604,0,62231541,0.6,62231607,0.990384615,62231704,1
62231606,0.833333333,62231607,1,62231623,0.8,62231611,1,62231605,0.833333333,62231542,0.933333333,62231608,1,62231705,0.94
62231607,0.666666667,62231608,1,62231624,0.8,62231612,1,62231606,0.666666667,62231543,0.6,62231609,0.990384615,62231706,0.86
62231608,1,62231609,0.6,62231625,0.9,62231613,1,62231607,0.5,62231544,0.533333333,62231610,0.990384615,62231708,0.86
62231609,0.647058824,62231610,0.8,62231626,0.9,62231614,1,62231608,0.666666667,62231545,0.866666667,62231611,1,62231709,0.94
62231610,0.8125,62231611,1,62231627,0.7,62231615,1,62231609,0.666666667,62231546,0.866666667,62231612,0.990384615,62231711,1
62231611,0.666666667,62231612,0.2,62231628,1,62231616,1,62231610,0.5,62231601,0.866666667,62231613,1,62231712,0.96
62231612,0.916666667,62231613,0.8,62231629,0.9,62231617,1,62231611,0.333333333,62231602,0.8,62231614,1,62231713,1
62231613,1,62231614,1,62231630,0.6,62231618,1,62231612,0.666666667,62231603,0.666666667,62231615,1,62231714,0.98
62231614,0.727272727,62231615,0.8,62231632,0.7,62231619,1,62231613,0.5,62231604,0.4,62231616,1,62231716,0.92
62231615,0.833333333,62231616,0.8,62231634,0.8,62231620,1,62231614,0.5,62231605,0.733333333,62231617,1,62231717,0.94
62231616,0.615384615,62231617,1,62231635,0.8,62231621,1,62231615,0.5,62231606,0.866666667,62231618,0.973214286,62231719,0.94
62231617,1,62231618,0.8,62231636,0.9,62231622,1,62231616,0.666666667,62231607,0.866666667,62231619,0.990384615,62231720,0.98
62231618,0.909090909,62231619,0.4,62231637,0.8,62231623,1,62231617,0.333333333,62231608,0.6,62231620,1,62231722,0.94
62231619,0.7,62231621,1,62231638,0.5,62231624,1,62231618,0.833333333,62231609,0.733333333,62231621,1,62231723,1
62231620,0.909090909,62231622,1,62231639,0.9,62231625,1,62231619,0.333333333,62231610,0.666666667,62231622,0.990384615,62231724,0.96
62231621,0.928571429,62231623,0.6,62231640,1,62231626,1,62231620,0.666666667,62231611,0.8,62231623,1,62231725,0.94
62231622,1,62231624,0.8,62231641,1,62231627,1,62231621,0.833333333,62231612,0.933333333,62231624,1,62231726,0.96
62231623,0.923076923,62231625,0.8,62231643,0.7,62231628,1,62231622,0.833333333,62231613,0.666666667,62231625,0.980769231,62231727,0.86
62231624,1,62231626,0.6,62231645,1,62231629,1,62231623,0.166666667,62231614,0.666666667,62231626,1,62231728,0.96
62231625,0.714285714,62231627,0.4,62231701,0.9,62231630,1,62231624,1,62231615,0.8,62231627,1,62231730,0.98
62231626,0.75,62231628,0.8,62231702,0.7,62231632,0.8,62231625,0.5,62231616,0.733333333,62231628,1,62231731,0.96
62231627,0.916666667,62231629,0.8,62231703,0.8,62231634,0.8,62231626,0.833333333,62231617,0.8,62231629,1,62231732,0.98
62231628,0.6,62231630,0.6,62231704,0.8,62231635,1,62231627,0.833333333,62231618,0.733333333,62231630,0.980769231,62231734,0.78
62231629,0.888888889,62231632,0.8,62231705,0.9,62231636,1,62231628,0.833333333,62231619,0.4,62231632,1,62231735,0.98
62231630,0.909090909,62231634,0.2,62231706,1,62231637,1,62231629,0.333333333,62231620,0.666666667,62231634,0.924208145,62231736,0.52
62231632,0.9,62231635,0.4,62231708,0.9,62231638,1,62231630,0.666666667,62231621,0.533333333,62231635,0.918918919,62231737,0.96
62231634,0.785714286,62231636,0.6,62231709,0.8,62231639,0.6,62231632,0.666666667,62231622,0.733333333,62231636,0.990384615,62231738,1
62231635,0.666666667,62231637,0.4,62231710,0.9,62231640,1,62231634,0.5,62231623,0.733333333,62231637,1,62231739,0.82
62231636,0.615384615,62231638,1,62231711,1,62231641,1,62231635,0,62231624,0.933333333,62231638,1,62231740,0.9
62231637,1,62231639,0.6,62231712,0.5,62231642,1,62231636,0.5,62231625,0.666666667,62231639,1,62231741,0.96
62231638,0.5625,62231640,0.4,62231713,1,62231643,1,62231637,0.833333333,62231626,0.8,62231640,0.990384615,62231742,0.66
62231639,0.909090909,62231641,1,62231714,1,62231645,0.8,62231638,0.666666667,62231627,0.733333333,62231641,1,62231743,0.9
62231640,0.588235294,62231642,0.4,62231716,1,62231701,1,62231639,0.666666667,62231628,0.866666667,62231642,1,62231801,0.8
62231641,0.866666667,62231643,0.6,62231717,1,62231702,1,62231640,1,62231629,0.733333333,62231643,0.965517241,62231802,1
62231642,0.916666667,62231645,1,62231719,0.8,62231703,0.6,62231641,0.666666667,62231630,0.866666667,62231645,0.980769231,62231803,1
62231643,0.8,62231701,0.6,62231720,1,62231704,0.8,62231642,0.833333333,62231632,0.533333333,62231701,1,62231804,0.92
62231645,0.8,62231702,0.6,62231722,1,62231705,0.8,62231643,0.666666667,62231634,0.8,62231702,1,62231805,0.98
62231701,1,62231703,0.8,62231723,0.5,62231706,0.8,62231645,0.5,62231635,0.8,62231703,1,62231807,0.96
62231702,0.727272727,62231704,1,62231724,1,62231708,1,62231701,0.333333333,62231636,0.733333333,62231704,0.980769231,62231808,0.98
62231703,0.647058824,62231705,1,62231725,0.9,62231709,0.8,62231702,1,62231637,0.8,62231705,1,62231809,0.94
62231704,0.619047619,62231706,0.6,62231726,1,62231710,0.6,62231703,1,62231638,0.866666667,62231706,1,62231810,0.98
62231705,0.916666667,62231708,0.4,62231727,0.9,62231711,0.2,62231704,0.833333333,62231639,0.733333333,62231708,1,62231811,0.92
62231706,0.6875,62231709,0.8,62231728,1,62231712,1,62231705,0.666666667,62231640,0.866666667,62231709,1,62231812,0.94
62231708,0.588235294,62231710,1,62231730,1,62231713,1,62231706,0.333333333,62231641,0.733333333,62231710,0.990384615,62231813,0.92
62231709,0.6,62231711,1,62231731,1,62231714,1,62231708,0.833333333,62231642,0.533333333,62231711,1,62231814,0.96
62231710,0.818181818,62231712,1,62231732,1,62231716,0.8,62231709,0.833333333,62231643,0.866666667,62231712,1,62231815,0.92
62231711,0.666666667,62231713,1,62231735,1,62231717,1,62231710,0.666666667,62231645,0.6,62231713,1,62231816,0.86
62231712,0.75,62231714,0.8,62231736,0.9,62231719,0.2,62231711,0.833333333,62231701,0.733333333,62231714,0.965517241,62231817,0.9
62231713,0.642857143,62231716,1,62231737,0.6,62231720,1,62231712,0.5,62231702,0.733333333,62231716,0.983333333,62231819,0.92
62231714,0.733333333,62231717,0.8,62231738,1,62231722,1,62231713,0.666666667,62231703,0.666666667,62231717,0.981481481,62231821,0.76
62231716,0.916666667,62231719,0.8,62231739,0.7,62231723,1,62231714,0.666666667,62231704,0.8,62231719,0.990384615,62231822,0.96
62231717,0.846153846,62231720,1,62231740,0.4,62231724,1,62231716,0.5,62231705,0.8,62231720,1,62231823,0.54
62231719,0.714285714,62231722,1,62231741,1,62231725,0.8,62231717,0.666666667,62231706,0.6,62231722,1,62231824,0.94
62231720,1,62231723,1,62231743,0.8,62231726,1,62231719,0.5,62231708,0.666666667,62231723,1,62231825,0.92
62231722,1,62231724,1,62231801,0.5,62231727,0.4,62231720,0.5,62231709,0.6,62231724,1,62231826,0.94
62231723,0.785714286,62231725,0.8,62231802,1,62231728,0.8,62231722,0.666666667,62231710,0.866666667,62231725,1,62231827,0.92
62231724,0.888888889,62231726,0.4,62231803,1,62231730,0.6,62231723,0.833333333,62231711,0.8,62231726,1,62231828,1
62231725,1,62231727,1,62231804,0.8,62231731,0.8,62231724,0.666666667,62231712,0.733333333,62231727,0.980769231,62231830,0.94
62231726,0.785714286,62231728,0.6,62231805,0.9,62231732,0.8,62231725,0.5,62231713,0.4,62231728,1,62231831,0.98
62231727,0.75,62231730,1,62231806,0.7,62231734,0.8,62231726,0,62231714,0.8,62231730,1,62231832,0.86
62231728,0.8,62231731,0.8,62231807,1,62231735,0.6,62231727,0.166666667,62231716,0.8,62231731,0.980769231,62231833,0.96
62231730,0.785714286,62231732,0.8,62231808,1,62231736,0.8,62231728,1,62231717,0.8,62231732,1,62231834,0.92
62231731,0.65,62231734,0.8,62231809,0.7,62231737,1,62231730,0.666666667,62231719,0.533333333,62231734,0.980769231,62231835,0.98
62231732,0.647058824,62231735,0.4,62231810,0.7,62231738,0.8,62231731,0.833333333,62231720,0.866666667,62231735,0.990384615,62231836,0.94
62231734,0.75,62231736,0.4,62231811,1,62231739,0.6,62231732,0.5,62231722,0.8,62231736,0.458333333,62231837,0.94
62231735,0.642857143,62231737,0.8,62231812,1,62231740,1,62231734,0.666666667,62231723,0.8,62231737,1,62231838,0.9
62231736,0.727272727,62231738,1,62231813,1,62231741,1,62231735,0.666666667,62231724,0.666666667,62231738,1,62231839,0.98
62231737,0.818181818,62231739,1,62231814,0.7,62231742,0.4,62231736,0.666666667,62231725,0.866666667,62231739,1,62231840,0.9
62231738,0.733333333,62231740,0.8,62231815,1,62231743,1,62231737,0.333333333,62231726,0.666666667,62231740,0.980769231,62231841,0.96
62231739,0.833333333,62231741,0.4,62231816,1,62231801,1,62231738,0.333333333,62231727,0.666666667,62231741,1,62231842,0.7
62231740,0.785714286,62231742,0.6,62231817,0.9,62231802,0.6,62231739,0.833333333,62231728,0.666666667,62231742,0.989130435,62231843,0.84
62231741,0.928571429,62231743,0.6,62231819,1,62231803,0.8,62231740,1,62231730,0.866666667,62231743,0.962250712,62231845,0.98
62231742,0.5625,62231801,0.6,62231820,0.8,62231804,0.6,62231741,0.666666667,62231731,0.933333333,62231801,1,62231846,1
62231743,0.833333333,62231802,0.8,62231821,1,62231805,0.8,62231742,0.833333333,62231732,0.866666667,62231802,1,62231847,0.98
62231801,0.916666667,62231803,0.4,62231822,0.8,62231806,1,62231743,0.5,62231734,0.733333333,62231803,1,62231848,0.96
62231802,0.764705882,62231804,1,62231823,0.7,62231807,1,62231801,0.5,62231735,0.666666667,62231804,1,62231849,0.9
62231803,0.733333333,62231805,0.6,62231824,0.9,62231808,1,62231802,0.666666667,62231736,0.333333333,62231805,1,62231850,0.98
62231804,0.636363636,62231806,0.6,62231825,0.6,62231809,1,62231803,0.666666667,62231737,0.733333333,62231807,0.990384615,62231851,0.76
62231805,0.818181818,62231807,1,62231826,0.8,62231810,1,62231804,0.666666667,62231738,0.733333333,62231808,1,62231853,0.94
62231806,0.733333333,62231808,0.8,62231827,1,62231811,1,62231805,0.833333333,62231739,0.6,62231809,0.990384615,62231854,0.94
62231807,0.833333333,62231809,1,62231828,0.7,62231812,1,62231806,0.833333333,62231740,0.8,62231810,1,62231855,0.98
62231808,1,62231810,1,62231829,1,62231813,1,62231807,0.833333333,62231741,0.6,62231811,1,62231901,0.96
62231809,1,62231811,0.6,62231830,1,62231814,1,62231808,0.833333333,62231742,0.8,62231812,0.990384615,62231903,0.92
62231810,0.916666667,62231812,0.8,62231831,1,62231815,1,62231809,0.5,62231743,0.533333333,62231813,0.980769231,62231904,0.96
62231811,0.833333333,62231813,0.8,62231832,0.8,62231816,1,62231810,0.833333333,62231801,0.6,62231814,0.980769231,62231905,1
62231812,0.8,62231814,0.6,62231833,0.7,62231817,1,62231811,0.333333333,62231802,0.733333333,62231815,1,62231906,0.98
62231813,0.916666667,62231815,1,62231834,0.4,62231819,1,62231812,0.833333333,62231803,0.733333333,62231816,1,62231907,0.98
62231814,0.916666667,62231816,0.6,62231835,0.7,62231820,0.8,62231813,0.833333333,62231804,0.933333333,62231817,0.990384615,62231908,0.78
62231815,1,62231817,1,62231836,0.4,62231821,0.4,62231814,0.5,62231805,0.866666667,62231819,1,62231910,0.96
62231816,0.733333333,62231819,0.6,62231837,1,62231822,1,62231815,0.666666667,62231806,0.666666667,62231820,1,62231911,0.98
62231817,0.857142857,62231820,0.6,62231838,1,62231824,0.8,62231816,0.5,62231807,0.666666667,62231822,1,62231913,1
62231819,0.9,62231821,1,62231839,0.8,62231825,1,62231817,0.5,62231808,0.8,62231823,0.963598901,62231914,0.96
62231820,0.692307692,62231822,0.6,62231840,0.8,62231826,1,62231819,0.833333333,62231809,0.8,62231824,1,62231916,0.98
62231821,0.818181818,62231823,0.4,62231841,1,62231827,1,62231820,0.666666667,62231810,0.866666667,62231825,0.971866097,62231918,0.96
62231822,1,62231824,0.4,62231842,1,62231828,1,62231821,0.5,62231811,0.933333333,62231826,0.990384615,62231919,0.98
62231823,0.5,62231825,0.8,62231843,0.4,62231829,1,62231822,0,62231812,0.866666667,62231827,1,62231921,0.88
62231824,0.8,62231826,0.6,62231844,1,62231830,1,62231823,0.333333333,62231813,0.733333333,62231828,1,62231922,0.9
62231825,0.785714286,62231827,1,62231845,1,62231831,1,62231824,0.833333333,62231814,0.733333333,62231829,0.990384615,62231923,0.9
